Job Outlook for JB,Est.,Pipeline,Estimating Status,Bid Due Date,Project Name,Owner,Architect,Pipeline Probability,Approx. Start Date,# of Months,Approx. Cost,Approx. Finish,Project City,Project State,Market Type,Notes/Description,BD/PM/AM,ITB Date,Lead Estimator,Estimator,Est. Asst.,PX/PM,Estimate Type,RFI Due Date,Schedule,Factored $,Factored $ per month,Duration,2025 % Complete,Days in 2025,$ in 2025,Days in 2026,$ in 2026,Days in 2027,$ in 2027,Notes for JB Outlook
,TRUE,TRUE,6 Post Pending,10/03/25,AC Hotel - Marriott - CFC,Pederson Development,,1%,01/01/27,12,"$24,772,401",01/01/28,Chandler,Arizona,Hospitality,"AC Marriott Hotel - 85KSF, 151 Keys",Mike,,PS,PS,AL,,Con.,,,"$247,724","$20,644",366,0%,0,$0,2,"1,354",364,"$246,370",
TRUE,TRUE,TRUE,6 Post Pending,09/24/25,ALDI - Mesa TI - Store #195 Gilbert Road,ALDI,,25%,12/01/25,5,"$2,671,718",05/01/26,Mesa,Arizona,Grocery,ALDI TI,Melinda,,KS,KS,MB,,HB-3,,,"$667,930","$133,586",152,20%,30,"$131,828",122,"536,101",0,$0,
,TRUE,TRUE,6 Post Pending,09/23/25,Dobson & Pecos Medical Plaza,Axxess Group,,5%,11/03/25,7,"$3,150,947",06/03/26,Chandler,Arizona,MOB,"12,750 MOB, Site, Fancy Exterior Skin",Joe,,TS,TS,NT,,Con.,,,"$157,547","$22,507",213,27%,58,"$42,900",155,"114,647",0,$0,
,TRUE,TRUE,8 Archive Loss,10/16/25,Legacy Hotel,Phoenix,,100%,11/01/25,8,"$17,875,880",07/01/26,Phoenix,Arizona,Hospitality,Finish the Hotel,Adam,,AT,AT,AL,,Neg.,,,"$17,875,880","$2,234,485",243,25%,60,"$4,413,798",183,"13,462,082",0,$0,
,TRUE,TRUE,6 Post Pending,10/24/25,750 Grand,Rille/Kell Duncan,,5%,01/05/26,8,"$7,367,320",09/05/26,Phoenix,Arizona,Restaurant,"Revtalize historic building - Restaurant, Bar, Retail, Site",Brian,,TS,TS,AL,,HB-3,,,"$368,366","$46,046",244,0%,0,$0,244,"368,366",0,$0,
,TRUE,TRUE,8 Archive Loss,10/06/25,Prologis - SW IC 1 TI,Phoenix,,20%,04/01/26,4,"$2,777,608",08/01/26,Phoenix,Arizona,,(2) Spec Office TI's - A4kSF - B4.2K SF,Melinda,,KS,KS,Lisa,,HB-3,,,"$555,522","$138,880",123,0%,0,$0,123,"555,522",0,$0,
,TRUE,,6 Post Pending,10/20/25,Prologis - HVAC Conversion,Tempe,,5%,11/01/25,2,"$267,609",01/01/26,Tempe,Arizona,Office TI,"HVAC Conversion, Elec Revisions",Melinda,,TS,TS,AL,,HB-3,,,"$13,380","$6,690",62,97%,60,"$12,949",2,432,0,$0,
,TRUE,TRUE,6 Post Pending,11/04/25,Woodspring Suite - Visalia,Investment Resource Corporation,,10%,11/03/25,9,"$11,199,656",08/03/26,Visalia,California,Hospitality,120 Unit 4 Story Hotel/Site,Melinda,,PS,PS,NT,,HB-3,,,"$1,119,966","$124,441",274,21%,58,"$237,073",216,"882,893",0,$0,
,TRUE,TRUE,6 Post Pending,10/10/25,Flagstaff Ranch CC Renovations,Flagstaff Ranch,,1%,05/01/26,5,$0,10/01/26,Flagstaff,,,Clubhouse Remodel,Melinda,,-,-,-,,RFP,,,$0,$0,154,0%,0,$0,154,0,0,$0,
,TRUE,,6 Post Pending,10/22/25,Florence JOC Projects,City of Florence,,1%,09/01/25,3,"$195,760",12/01/25,Florence,Arizona,Office TI,Misc. walls and minor interior repairs,James,,AL,AL,AL,,HB-4,,,"$1,958",$653,92,100%,92,"$1,958",0,0,0,$0,
,TRUE,TRUE,8 Archive Loss,10/10/25,JIV - Travel Center,Jamul Indian Village,,1%,02/01/26,14,$0,04/01/27,Jamul,California,Fuel Station,Travel Center,Melinda,,-,-,-,,RFP,,,$0,$0,425,0%,0,$0,335,0,90,$0,
,TRUE,TRUE,8 Archive Loss,10/16/25,Legacy Arena,Phoenix,,75%,11/25/26,9,"$53,858,942",08/25/27,Phoenix,Arizona,,Finish the Arena,Adam,,-,-,MB,,Neg.,,,"$40,394,207","$4,488,245",274,0%,0,$0,38,"5,602,116",236,"$34,792,090",
,TRUE,,12 On Hold,10/01/25,Canyon Rose Phase II,Wentworth,,1%,02/01/26,5,"$3,518,648",07/01/26,Gold Canyon,Arizona,Storage,"2 Acres - 69 Covered RV parking spaces, Site, Paving",Brian,,AT,AT,N/A,,Con.,,,"$35,186","$7,037",151,0%,0,$0,151,"35,186",0,$0,
,TRUE,TRUE,6 Post Pending,05/08/25,Buckeye 10 - Building B,Bet Investments - Scott Moore,,5%,03/01/26,12,"$56,116,840",03/01/27,Buckeye,Arizona,Industrial,"1.1M SF Industrial Building, Site",Melinda,,CH,CH,AL,,HB-4,,,"$2,805,842","$233,820",366,0%,0,$0,307,"2,353,534",59,"$452,308",
,TRUE,TRUE,3 Bidding Three Weeks,11/18/25,Ranch & Ironwood Infrastructure - Revision,Diversified Partners,,25%,12/08/25,10,"$7,188,590",10/08/26,Queen Creek,Arizona,Site,Offsite utility infrastrucutre,Adam,,NR,NR,NT,,HB-2,,,"$1,797,148","$179,715",305,8%,23,"$135,523",282,"1,661,625",0,$0,
,,,6 Post Pending,06/24/25,Maricopa County Library Distribution Center,Maricopa County,,1%,10/06/25,,"$6,349,854",10/06/25,Maricopa,Arizona,,"21K SF Distribution Center, SIte",James,,TS,TS,AL,,HB-6,,,"$63,499",#DIVIDE BY ZERO,1,100%,1,"$63,499",0,0,0,$0,
,TRUE,TRUE,6 Post Pending,08/15/25,Scottsdale Promenade,FalconEye Ventures,,75%,02/01/26,6,"$2,707,505",08/01/26,Phoenix,Arizona,Retail,"8,760SF Retail Building",Adam,,-,-,AL,,Con.,N/A,Duration,"$2,030,629","$338,438",182,0%,0,$0,182,"2,030,629",0,$0,
,TRUE,,5.5 Active Precon/DB,09/11/25,SFS - Yellow Garage (Precon),Macerich,,1%,02/01/26,8,$0,10/01/26,Scottsdale,Arizona,"Demo
Retail","Adding Retail BLD""s to Ground Level Parking",Brian,,AT,AT,??,,Con.,,,$0,$0,243,0%,0,$0,243,0,0,$0,
,TRUE,TRUE,6 Post Pending,08/22/25,Sweetwater Commons,Boarder Capital - James Miller,,15%,10/06/25,6,"$1,923,509",04/06/26,Surprise,Arizona,Site,10 Acre site - road work/minimal utilities,Adam,,AT,AT,MB,,HB,,,"$288,526","$48,088",183,47%,86,"$135,592",97,"152,935",0,$0,
,TRUE,TRUE,6 Post Pending,10/02/25,TruGrocer - Federal Credit Union,TruGrocer FCU - Element,,25%,01/01/26,6,"$2,212,930",07/01/26,Tolleson,Arizona,"Financial
Native","2,500SF Bank - Site Work",Adam,,TS,TS,NT,,Con.,,,"$553,233","$92,205",182,0%,0,$0,182,"553,233",0,$0,
TRUE,TRUE,TRUE,7 Archive Win,10/03/25,Wentworth Pecos & McQueen Storage,Wentworth,,100%,12/01/25,12,"$11,848,953",12/01/26,Chandler,Arizona,Storage,1 down 2 up Storage,Brian,,AT,AT,AT,,Neg.,,,"$11,848,953","$987,413",366,8%,30,"$971,226",336,"10,877,727",0,$0,
,TRUE,,6 Post Pending,10/09/25,Desert Mountain Chiricahua Comfort Station,Desert Mountain,,10%,08/01/26,2,"$1,684,982",10/01/26,Scottsdale,Arizona,Clubhouse,Comfort Station,Joe,,CH,CH,Lisa,NR,HB,TBD,Duration,"$168,498","$84,249",62,0%,0,$0,62,"168,498",0,$0,
,TRUE,,6 Post Pending,10/09/25,Desert Mountain Outlaw Comfort Station,Desert Mountain,,3%,11/03/25,6,"$1,107,973",05/03/26,Scottsdale,Arizona,Clubhouse,Expansion to add Kitchenett,Joe,,CH,CH,Lisa,NR,HB-3,TBD,Duration,"$33,239","$5,540",182,32%,58,"$10,593",124,"22,646",0,$0,
,TRUE,,7 Archive Win,10/13/25,YRC Small Projects,San Manuel,,100%,11/17/25,1,"$81,084",12/17/25,Highland,California,,"JBQ Smoker Change, Walk-In Cooler Scope",Joe,,AT,AT,N/A,,HB-3,,,"$81,084","$81,084",31,100%,31,"$81,084",0,0,0,$0,
,TRUE,TRUE,6.1 Active Win,09/18/25,VFP Scottsdale,Corgan,,50%,01/12/26,4,"$1,478,176",05/12/26,Scottsdale,Arizona,Office TI,3.5K SF Office TI,Melinda,,PS,PS,AL,,HB-2,,,"$739,088","$184,772",121,0%,0,$0,121,"739,088",0,$0,
,,TRUE,6.1 Active Win,04/16/25,Elliot Crossing Self Storage,Wentworth,,100%,07/15/25,12,"$12,795,938",07/15/26,Goodyear,Arizona,Storage,"4.2Acre - 127,422SF (4) Buildings",Brian,,JH,JH,MB,,HB-4,,,"$12,795,938","$1,066,328",366,46%,169,"$5,908,507",197,"6,887,431",0,$0,
,,,6.2 Post not on Est.,07/25/24,Summerlin - V22 Development,Howard Hughes/Summerlin,,2%,02/02/25,18,"$15,150,510",08/02/26,Phoenix,Arizona,"Retail
Site","Phase 1 63k SF Grocer, 2 Retail Pads, Site",Melinda,,JF,JF,N/A,,Con.,Duration,,"$303,010","$16,834",547,61%,332,"$183,911",215,"119,099",0,$0,
TRUE,TRUE,TRUE,7 Archive Win,09/15/25,Boldt Health Commons - Civil Work,Boldt,,100%,10/06/25,2,"$415,577",12/06/25,Phoenix,Arizona,Site,"(2) Road entries, grading for Boldt Health Commons",Adam,,JF,JF,AT,,HB,,,"$415,577","$207,789",62,100%,62,"$415,577",0,0,0,$0,
TRUE,TRUE,TRUE,7 Archive Win,09/17/25,Parkview @ Morrison Ranch,Evergreen,,20%,11/01/25,8,"$9,125,836",07/01/26,Gilbert,Arizona,"Retail
Site","Retail, Sitwork/Buildings - MSF Anchor",Melinda,,TS,TS,MB,,HB-4,,,"$1,825,167","$228,146",243,25%,60,"$450,659",183,"1,374,509",0,$0,
,TRUE,TRUE,7 Archive Win,Pending,Waddell - Dry Utilities,Arena Capital,,75%,10/01/25,3,"$950,000",01/01/26,Surprise,Arizona,Site,"Dry Utilities, Gas etc.",Adam,,JH,JH,??,,Neg.,,,"$712,500","$237,500",93,98%,91,"$697,177",2,"15,323",0,$0,
,TRUE,TRUE,7 Archive Win,09/05/25,Destination at Gateway - On-Site Infrastructure,Diversified,,50%,10/03/25,8,"$3,103,505",06/03/26,Mesa,Arizona,Site,42 Acres - Phase 3 Onsite Infrastructure,Adam,,JH,JH,Lisa,,HB,,,"$1,551,753","$193,969",244,36%,89,"$566,008",155,"985,744",0,$0,
TRUE,TRUE,TRUE,7 Archive Win,08/13/25,EastMarket Shopping Center - Ray & Ellsworth,Common Bond Development,Suite Six Architects,100%,10/01/25,12,"$15,239,797",10/01/26,Gilbert,Arizona,"Grocery
Retail
Site","6 Acre, Sprouts, 15500SF Retail Shell, Independent 4500SF",Melinda,,CH,CH,MB,,HB-3,,,"$15,239,797","$1,269,983",366,25%,91,"$3,789,130",275,"11,450,667",0,$0,
TRUE,TRUE,TRUE,7 Archive Win,08/27/25,"Park 10 Phase 4B - Shops E, F, G",Parkland Development,Butler Design Group,100%,10/15/25,10,"$6,074,378",08/15/26,Avondale,Arizona,"Office
Retail","Shops E, F, G Dwgs 6/9",Melinda,,PS,KS,AL,,HB,N/A,,"$6,074,378","$607,438",305,25%,77,"$1,533,531",228,"4,540,847",0,$0,
,,,7 Archive Win,,3010 Westmount LLC,Alloy Midtown (Westmount Apartments),,100%,10/01/22,11,"$33,445,228",09/01/23,,,,,,,,,,,,,,"$33,445,228","$3,040,475",336,0%,0,$0,336,"33,445,228",0,$0,
,,,7 Archive Win,03/29/22,303 Logistics,WM Grace,,100%,06/01/22,10,"$28,141,597",04/01/23,Glendale,Arizona,Industrial,375SF Tilt Box w/ Site,Adam,,JH,KC,SH,NR,Neg.,,,"$28,141,597","$2,814,160",305,0%,0,$0,305,"28,141,597",0,$0,
,,,7 Archive Win,10/03/24,303 Logistics Phase II - TI,WM Grace/Barclay,,100%,11/04/24,3,"$997,109",02/04/25,Glendale,Arizona,Industrial,TI in 303 Phase II we built,Brian,,JF,JF,N/A,,Neg.,,,"$997,109","$332,370",93,37%,34,"$364,534",59,"632,575",0,$0,
,,,7 Archive Win,03/31/23,303 Logistics Phase II TI,WM Grace/Barclay,,10%,08/01/23,4,"$2,274,918",12/01/23,Glendale,Arizona,Industrial,TI for Tenant at 303 Logiscis,Adam,,JH,JH,AT,,Neg.,,,"$227,492","$56,873",123,0%,0,$0,123,"227,492",0,$0,
,TRUE,,7 Archive Win,06/19/25,83rd Ave - Washington - Peoria Dry Utility Scope,City of Peoria,,100%,08/01/25,3,"$270,516",11/01/25,Peoria,Arizona,Site,Dry Utilities and Alley Improvements,Brian,,AL,AL,AL,,HB,,,"$270,516","$90,172",93,100%,93,"$270,516",0,0,0,$0,
,,,7 Archive Win,06/23/22,Adeline Office Demo,Crown Development,,100%,09/15/22,2,"$219,643",11/15/22,Phoenix,Arizona,Demo,Demo 2nd Floor office space ADJ to Adeline,Brian,,JF,BG,Lisa,NR,Neg.,NA,Duration,"$219,643","$109,822",62,0%,0,$0,62,"219,643",0,$0,
,TRUE,,7 Archive Win,05/27/25,AHA - MACAV Housing - Civil Scope,FMIT AHA-MACAV Housing Entity,,100%,08/04/25,4,"$1,895,893",12/04/25,Fort Mojave,Arizona,,"Site, Utility work, flat work, landscape for 9 homes",Melinda/Brian,,KS,KS,MB,,HB-4,,,"$1,895,893","$473,973",123,100%,123,"$1,895,893",0,0,0,$0,
,,,7 Archive Win,09/30/21,Aileron by Moderne Apartments - Phoenix,North Res Holdings,,100%,04/04/22,21,"$43,990,695",01/04/24,Phoenix,Arizona,Multifamily,287 Apartment Units on 10.9 Acres,Paul,TBD,PS,KC,KC,NR,Neg.,NA,Update,"$43,990,695","$2,094,795",641,0%,0,$0,641,"43,990,695",0,$0,
,,,7 Archive Win,10/28/24,Ak-Chin Bus Stop,AK-Chin Indian Community,,100%,01/06/25,4,"$199,999",05/06/25,Maricopa,Arizona,Native,Renovate old Bus Stop,Brian,,AT,AT,AT,,Neg.,N/A,Full,"$199,999","$50,000",121,100%,121,"$199,999",0,0,0,$0,
,,,7 Archive Win,08/08/24,Ak-Chin Elder Center,Ak-Chin Indian Community,,100%,11/11/24,10,"$5,603,392",09/11/25,Maricopa,Arizona,Native,Elder Center Upgrades,Brian,,CH,CH,AL,,Con.,N/A,Duration,"$5,603,392","$560,339",305,83%,253,"$4,648,060",52,"955,332",0,$0,
,,,7 Archive Win,,Ak-Chin Indian Community,Ak-Chin Copper Cactus Remodel,,100%,10/01/22,3,"$1,312,491",01/01/23,,,,,,,,,,,,,,"$1,312,491","$437,497",93,0%,0,$0,93,"1,312,491",0,$0,
,,,7 Archive Win,,Ak-Chin Indian Community,Harrah's Ak-Chin Casino Copper Cactus,,100%,10/01/22,15,"$1,295,066",01/01/24,,,,,,,,,,,,,,"$1,295,066","$86,338",458,0%,0,$0,458,"1,295,066",0,$0,
,,,7 Archive Win,10/28/24,Ak-Chin Jail House Reno,AK-Chin Indian Community,,100%,01/06/25,4,"$597,377",05/06/25,Maricopa,Arizona,Native,Renovation of Old Jailhouse Building,Brian,,AT,AT,AT,,Neg.,N/A,Full,"$597,377","$149,344",121,100%,121,"$597,377",0,0,0,$0,
,,,7 Archive Win,04/28/23,Ak-Chin Property Improvements,Ak-Chin Indian Community,,5%,06/26/23,10,"$339,964",04/26/24,Maricopa,Arizona,Native,Multiple Projects,Brian,,JF,JF,N/A,,RFP,,,"$16,998","$1,700",306,0%,0,$0,306,"16,998",0,$0,
TRUE,TRUE,TRUE,7 Archive Win,08/18/25,Ak-Chin Wellness Center,Ak-Chin Indian Community,BCA Architects,95%,11/01/25,14,"$20,184,325",01/01/27,Maricopa,Arizona,Native,"38K SF Wellness center, track, pool, gym etc.",Brian,,CH,CH,Lisa,,Con.,N/A,Duration,"$19,175,109","$1,369,651",427,14%,60,"$2,694,395",367,"16,480,714",0,$0,
,,,7 Archive Win,09/04/24,ALDI - 170 Casa Grande - 2pm,ALDI,,100%,12/09/24,7,"$5,317,093",07/09/25,Casa Grande,Arizona,Grocery,22k SF Ground up Grocery,Melinda,,AT,AT,AT,???,HB-3,,,"$5,317,093","$759,585",213,89%,189,"$4,717,984",24,"599,109",0,$0,
,,,7 Archive Win,12/16/24,ALDI - Surprise,ALDI,,100%,02/01/25,7,"$1,587,962",09/01/25,Surprise,Arizona,Grocery TI,Remodel Bed Bath & Beyond to Aldi,Brian,,KC,KC,MB,,HB-3,,,"$1,587,962","$226,852",213,100%,213,"$1,587,962",0,0,0,$0,
,,,7 Archive Win,03/04/22,Alloy Midtown Westmount Apartments,Blueprint Capital,,100%,01/03/22,22,"$40,116,318",11/03/23,Scottdsale,Arizona,"Multifamily
Site",Phase I/II New Apartments/Renovation,Adam,,PS,KC,MB,NR,Neg.,,Duration,"$40,116,318","$1,823,469",670,0%,0,$0,670,"40,116,318",0,$0,
,,,7 Archive Win,08/25/22,Andretti Kart Racing FEC - Chandler,Andretti Kart Racing,,35%,10/15/22,12,"$22,824,586",10/15/23,Gilbert,Arizona,Entertainment,90k SF indoor kart racing with site,Melinda,,JF,KC,SH,NR,Con.,,Duration,"$7,988,605","$665,717",366,0%,0,$0,366,"7,988,605",0,$0,
,,,7 Archive Win,07/21/21,Anthem Skate Park - MAYDALL,Anthem,,100%,12/31/21,1,$0,01/31/22,Anthem,Arizona,Native,New Skate Park,Ryan Scott,07/09/21,RS,,LH,,Neg.,NA,NA,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,7 Archive Win,07/19/22,Arrowhead by Moderne Apartments - 67th Ave. & Glendale,North Res Holdings,,100%,09/19/22,18,"$40,977,000",03/19/24,Phoenix,Arizona,Multifamily,182 Apartment Units on 7 Acres,Paul,TBD,PS,KC,MB,NR,Neg.,NA,Duration,"$40,977,000","$2,276,500",548,0%,0,$0,548,"40,977,000",0,$0,
,,,7 Archive Win,06/18/21,Ashley Furniture Manfuacturing - Mystic Campus Renovation,HMC,,100%,12/31/21,1,$0,01/31/22,Tolleson,Arizona,Industrial,Renovate existing building and minor sitework,Melinda,,JF,,,NR,Con.,,,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,7 Archive Win,11/17/22,Ashley Furniture Queen Creek,HMC - John McCauley,,10%,03/06/23,10,"$6,911,893",01/06/24,Queen Creek,Arizona,Retail,"45,000 SF Full Store - No Site",Brian,,KC/CH,KC,LH,NR,Neg.,,Duration,"$691,189","$69,119",307,0%,0,$0,307,"691,189",0,$0,
,,,7 Archive Win,,Barclay Group / W.M. Grace,303 Logistics Phase II,,100%,10/01/22,10,"$23,452,763",08/01/23,,,,,,,,,,,,,,"$23,452,763","$2,345,276",305,0%,0,$0,305,"23,452,763",0,$0,
,,,7 Archive Win,,Bibar Properties 1 LLC,Van Buren Industrial,,100%,10/01/22,12,"$1,290,139",10/01/23,,,,,,,,,,,,,,"$1,290,139","$107,512",366,0%,0,$0,366,"1,290,139",0,$0,
,,,7 Archive Win,,"Bondar, LLC",Industrial Metal Supply,,100%,10/01/22,12,"$2,152,228",10/01/23,,,,,,,,,,,,,,"$2,152,228","$179,352",366,0%,0,$0,366,"2,152,228",0,$0,
,,,7 Archive Win,10/22/24,Brooklyn Bedding - Expansion Phase II,Brydant Real Estate,,100%,01/13/25,12,"$29,933,887",01/13/26,Glendale,Arizona,Industrial,270K SF PEMB Expansion,Brian,,CH,CH,AT,,HB-4,N/A,,"$29,933,887","$2,494,491",366,96%,352,"$28,788,875",14,"1,145,012",0,$0,
,,,7 Archive Win,08/07/25,Caesars Scottsdale - 7th Floor,HCW,,65%,08/18/25,5,"$833,003",01/18/26,Scottsdale,Arizona,Restaurant TI,Restaurant TI,Paul,,TS,TS,AT,,HB-4,,,"$541,452","$108,290",154,88%,135,"$474,649",19,"66,803",0,$0,
,,,7 Archive Win,,Common Bond Development,Sterling Grove Shops & Site,,100%,10/01/22,7,"$12,254,427",05/01/23,,,,,,,,,,,,,,"$12,254,427","$1,750,632",213,0%,0,$0,213,"12,254,427",0,$0,
,,,7 Archive Win,10/08/21,Cornerstone Tempe Exterior Remodel,RED Development,,100%,01/18/22,1,"$1,993,068",02/18/22,Tempe,Arizona,Retail,Exterior Renovation of Existing Buildings,Melinda,06/09/21,CH,,SH,MC,Neg.,NA,Full,"$1,993,068","$1,993,068",32,0%,0,$0,32,"1,993,068",0,$0,
,,,7 Archive Win,,"Desert Mountain Club, Inc.",Desert Mountain Apache Comfort Stations,,100%,10/01/22,2,"$1,195,017",12/01/22,,,,,,,,,,,,,,"$1,195,017","$597,509",62,0%,0,$0,62,"1,195,017",0,$0,
,,,7 Archive Win,06/25/21,Desert Mountain Clubhouses - Laundry and Storage,Desert Mountain,,100%,12/31/21,1,$0,01/31/22,Scottsdale,Arizona,Clubhouse,New Distribution Center for Clubhouses,Brian/Joe F,05/20/21,JF,,MB,NR,HB-5,NA,Full-Update,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,7 Archive Win,02/16/22,Desert Mountain Comfort Stations,Desert Mountain,,100%,05/15/22,4,"$1,498,021",09/15/22,Scottsdale,Arizona,Clubhouse,Comfort Stations for Golf Courses,Brian/Joe F,,JF/BG,BG,SH,NR,Neg.,,Duration,"$1,498,021","$374,505",124,0%,0,$0,124,"1,498,021",0,$0,
,,,7 Archive Win,04/12/22,Desert Mountain Wellness Center TI,Desert Mountain,,100%,06/01/22,3,"$712,197",09/01/22,Scottsdale,Arizona,Clubhouse,Wellness Center TI,Brian/Joe F,,JF,BG,MB,NR,Neg.,NA,Full-Update,"$712,197","$237,399",93,0%,0,$0,93,"712,197",0,$0,
,,,7 Archive Win,03/04/25,Destination at Gateway,Diversified,,100%,11/18/24,11,"$8,907,750",10/18/25,Surprise,Arizona,Site,Utility Stubs to Pads/Walmart,Adam,,JH,JH,AL,,HB-3,,,"$8,907,750","$809,795",335,87%,290,"$7,711,187",45,"1,196,563",0,$0,
,,,7 Archive Win,07/10/23,Dick's Sporting Goods,Dick's,,1%,08/14/23,10,"$7,711,376",06/14/24,Surprise,Arizona,Retail,New Ground up Store,Melinda,TBD,CH,N/A,AL,NR,Neg.,N/A,Duration,"$77,114","$7,711",306,0%,0,$0,306,"77,114",0,$0,
,,,7 Archive Win,02/16/23,Doughbird - Bevvy's Remodel,Fox Restaurants,,100%,05/01/23,3,"$1,305,580",08/01/23,Phoenix,Arizona,Restaurant TI,Remodel Existing Bevvy's to Doughbird,Adam,,BG,BG,MB,NR,Neg.,NA,Duration,"$1,305,580","$435,193",93,0%,0,$0,93,"1,305,580",0,$0,
,,,7 Archive Win,07/12/22,DWELL Tempe Apartments,Steve Betts,,100%,01/16/23,28,"$29,716,176",05/16/25,Tempe,Arizona,Multifamily,120 Units on Podium,Adam,,PS,KC,MB,NR,Neg.,,Full,"$29,716,176","$1,061,292",852,16%,135,"$4,708,549",717,"25,007,627",0,$0,
,,,7 Archive Win,11/22/22,Earnhardt San Tan Hyundai Renovation,Tally CM,,3%,01/15/23,8,"$5,981,265",09/15/23,Gilbert,Arizona,Auto Dealer,5K SF Expansion and 15K SF Renovation,Melinda,,JF/KC,KC,SH,-,HB-4,,Duration,"$179,438","$22,430",244,0%,0,$0,244,"179,438",0,$0,
,,,7 Archive Win,06/06/23,Ellsworth Amenity,Taylor Morrison,,3%,01/22/24,6,"$4,999,561",07/22/24,Queen Creek,Arizona,Clubhouse,"Amenity Building, Pools, Civil Etc",Brian,,KC,KC,AT,,HB-3,TBD,Duration,"$149,987","$24,998",183,0%,0,$0,183,"149,987",0,$0,
,,,7 Archive Win,09/08/21,"Empire Pointe Clubhouse, Pool & Amenities",Mattamy,,100%,11/01/21,6,"$1,898,351",05/01/22,Avondale,Arizona,Clubhouse,"Sitework, pool, amenity/clubhouse bldg.",Melinda,08/19/21,AB,BM,MB,MC,HB,08/24/21,Full,"$1,898,351","$316,392",182,0%,0,$0,182,"1,898,351",0,$0,
,,,7 Archive Win,01/17/25,Encanto Storage - Wentworth Phs I,Jared Langenhuizen / Mitchell Hanson,,100%,04/01/25,12,"$9,054,423",04/01/26,Buckeye,Arizona,Storage,"5 Sites -Buckeye 83K SF Single Story, Goodyear 95k SF w/retail",Melinda,,AT/JH,AT/JH,MB,,HB-6,N/A,,"$9,054,423","$754,535",366,75%,274,"$6,778,448",92,"2,275,975",0,$0,
,,,7 Archive Win,05/24/22,EOS Sitework,Barclay Group,,100%,08/01/22,6,"$2,508,159",02/01/23,Mesa,Arizona,Site,Sitework for EOS (by others),Adam,,CH,KC,LH,NR,HB-4,,Duration,"$2,508,159","$418,027",185,0%,0,$0,185,"2,508,159",0,$0,
,,,7 Archive Win,07/13/21,Falcon Storage Chandler,Shane Jimenez,,100%,12/31/21,1,$0,01/31/22,Chandler,Arizona,Storage,New Storage Facility,Melinda,06/14/21,JF,,SH,NR,HB,NA,Update,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,7 Archive Win,02/22/22,FatCats - Surprise,FatCats,,100%,04/01/22,11,"$15,818,623",03/01/23,Surprise,Arizona,Entertainment,"70,000 FEC and sitework",Melinda,06/11/21,CH,,MB,MC,Neg.,NA,Full,"$15,818,623","$1,438,057",335,0%,0,$0,335,"15,818,623",0,$0,
,,,7 Archive Win,,FatCats Entertainment,Fat Cats - Surprise,,100%,10/01/22,6,"$8,975,220",04/01/23,,,,,,,,,,,,,,"$8,975,220","$1,495,870",183,0%,0,$0,183,"8,975,220",0,$0,
,,,7 Archive Win,03/22/24,Federal Pizza - Shell,RED Development,,100%,05/06/24,6,"$1,501,238",11/06/24,Phoenix,Arizona,Restaurant,Shell Restaurant Building,Melinda,,CH,CH,Lisa,,Con.,N/A,Duration,"$1,501,238","$250,206",185,0%,0,$0,185,"1,501,238",0,$0,
,,,7 Archive Win,06/24/21,Ferrari Dealership TI,Penske,,100%,12/31/21,1,$0,01/31/22,Scottsdale,Arizona,Auto Dealer,Renovation of Existing Dealership,Adam,06/09/21,AB,,N/A,NR,Neg.,NA,NA,$0,$0,32,0%,0,$0,32,0,0,$0,
,,,7 Archive Win,11/18/22,Fort Mojave Indian Tribe - Apartment Complex,Fort Mojave Indian Tribe,,10%,02/01/23,16,"$35,000,000",06/01/24,Fort Mojave,Arizona,Multifamily,60 Unit Apartment Complex,Melinda,,PS,,,,,,,"$3,500,000","$218,750",487,0%,0,$0,487,"3,500,000",0,$0,
,,,7 Archive Win,03/01/23,Fort Mojave Indian Tribe - CMAR Apartments,FMIT,,100%,04/17/23,18,"$25,815,978",10/17/24,FMIT,Arizona,Multifamily,80 Unit Apartment and Site,Melinda,,PS,KC,MB,-,Neg.,,N/A,"$25,815,978","$1,434,221",550,0%,0,$0,550,"25,815,978",0,$0,
,,,7 Archive Win,04/11/22,Fort Mojave Indian Tribe - School Expansion,Fort Mojave Indian Tribe,,100%,06/01/22,7,"$4,497,671",01/01/23,Fort Mojave,Arizona,Education,Add 4 classrooms and support rooms,Melinda/Matt,07/23/21,CH,BM,SH,NR,Neg.,NA,Full,"$4,497,671","$642,524",215,0%,0,$0,215,"4,497,671",0,$0,
,,,7 Archive Win,06/11/24,Fort Mojave Indian Tribe Fuel Expansion,FMIT,,100%,09/16/24,7,"$5,272,260",04/16/25,Fort Mojave,Arizona,Native,8 Pump Addition and Site Modifications,Melinda,,CH,CH,AT,,HB-2,N/A,,"$5,272,260","$753,180",213,49%,105,"$2,599,001",108,"2,673,259",0,$0,
,,,7 Archive Win,04/17/24,Fox - Novus - Blanco TI,Fox Restaurant Concepts,,100%,04/01/24,6,"$3,278,098",10/01/24,Tempe,Arizona,Restaurant TI,TI for Shell we are building at Novus,Melinda,,JF,JF,AT/AL,Tom,Neg.,N/A,,"$3,278,098","$546,350",184,0%,0,$0,184,"3,278,098",0,$0,
